student_index,school_index,course_id,section_id,topic_id,module_type,tag_code,question_title_id,question_id,question_type,module_id,difficulty,right_answer,user_answer,is_right,cost_time,stime,ctime
80,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188831,1,0,2,"A",A,1,12,01-Dec-2018 10:55:14,01-Dec-2018 10:55:26
73,2,877,22473,12130,0,ep_2018_xxcj_3CU2,0,323131,1,0,5,"B",B,1,14,01-Dec-2018 10:55:22,01-Dec-2018 10:55:36
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188884,3,0,3,"successful",successfully,0,80,01-Dec-2018 10:54:18,01-Dec-2018 10:55:38
73,2,877,22473,12130,0,ep_2018_xxcj_3CU2,23235,244281,3,0,5,"mouse",NaN,-1,0,01-Dec-2018 10:55:39,01-Dec-2018 10:55:39
73,2,877,22473,12130,0,ep_2018_xxcj_3CU2,23235,244282,3,0,5,"house",NaN,-1,0,01-Dec-2018 10:55:39,01-Dec-2018 10:55:39
73,2,877,22473,12130,0,ep_2018_xxcj_3CU2,23235,244283,3,0,5,"shout",NaN,-1,0,01-Dec-2018 10:55:39,01-Dec-2018 10:55:39
73,2,877,22473,12130,0,ep_2018_xxcj_3CU2,23235,244284,3,0,5,"mouth",NaN,-1,0,01-Dec-2018 10:55:39,01-Dec-2018 10:55:39
28,2,877,22473,12130,0,eg_2018_xxcj_3AU1.1,0,243210,1,0,2,"A",A,1,9,01-Dec-2018 10:55:33,01-Dec-2018 10:55:42
28,2,877,22473,12130,0,eg_2018_xxcj_3AU1.1,0,243211,3,0,2,"That",That,1,14,01-Dec-2018 10:55:44,01-Dec-2018 10:55:58
34,2,1184,33507,19277,0,evsj_2017tb_r_8au5.15,0,188812,3,0,1,"successful",successful,1,98,01-Dec-2018 10:54:23,01-Dec-2018 10:56:01
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188869,1,0,2,"B",C,0,50,01-Dec-2018 10:55:17,01-Dec-2018 10:56:07
28,2,877,22473,12130,0,eg_2018_xxcj_3AU1.1,0,321788,3,0,2,"That's",That's,1,17,01-Dec-2018 10:56:00,01-Dec-2018 10:56:17
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188875,1,0,2,"A",D,0,11,01-Dec-2018 10:56:07,01-Dec-2018 10:56:18
80,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188834,3,0,2,"planning|lanning",plan to has,0,62,01-Dec-2018 10:55:26,01-Dec-2018 10:56:28
27,2,877,22473,12130,0,qz_2018_xxcj_3CU3.1.2,23459,247638,3,0,8,"five|5",five,1,14,01-Dec-2018 10:55:23,01-Dec-2018 10:56:33
27,2,877,22473,12130,0,qz_2018_xxcj_3CU3.1.2,23459,247639,3,0,8,"No|No, I can't",No,1,14,01-Dec-2018 10:55:37,01-Dec-2018 10:56:33
27,2,877,22473,12130,0,qz_2018_xxcj_3CU3.1.2,23459,247640,3,0,8,"Yes|Yes, she can",Yes,1,14,01-Dec-2018 10:55:51,01-Dec-2018 10:56:33
27,2,877,22473,12130,0,qz_2018_xxcj_3CU3.1.2,23459,247641,3,0,8,"Yes|Yes, they are",Yes,1,14,01-Dec-2018 10:56:05,01-Dec-2018 10:56:33
27,2,877,22473,12130,0,qz_2018_xxcj_3CU3.1.2,23459,247642,3,0,8,"Yes|Yes, she can",No,0,14,01-Dec-2018 10:56:19,01-Dec-2018 10:56:33
34,2,1184,33507,19277,0,evsj_2017tb_r_8au5.15,0,188813,3,0,1,"successful|uccessful",successful,1,33,01-Dec-2018 10:56:01,01-Dec-2018 10:56:34
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244288,3,0,8,"C",A,0,13,01-Dec-2018 10:55:44,01-Dec-2018 10:56:49
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244289,3,0,8,"A",Z,0,13,01-Dec-2018 10:55:57,01-Dec-2018 10:56:49
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244290,3,0,8,"B",B,1,13,01-Dec-2018 10:56:10,01-Dec-2018 10:56:49
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244291,3,0,8,"D",D,1,13,01-Dec-2018 10:56:23,01-Dec-2018 10:56:49
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244292,3,0,8,"E",E,1,13,01-Dec-2018 10:56:36,01-Dec-2018 10:56:49
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.11,0,188800,3,0,1,"common",ds,0,110,01-Dec-2018 10:55:10,01-Dec-2018 10:57:00
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244293,1,0,8,"A",A,1,4,01-Dec-2018 10:56:49,01-Dec-2018 10:57:05
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244294,1,0,8,"B",B,1,4,01-Dec-2018 10:56:53,01-Dec-2018 10:57:05
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244295,1,0,8,"A",A,1,4,01-Dec-2018 10:56:57,01-Dec-2018 10:57:05
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244296,1,0,8,"C",A,0,4,01-Dec-2018 10:57:01,01-Dec-2018 10:57:05
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247643,3,0,5,"I can play tennis.I can play tennis.",NaN,-1,5,01-Dec-2018 10:57:03,01-Dec-2018 10:57:08
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247644,3,0,5,"I can't play the violin. I can't play the violin.",NaN,-1,2,01-Dec-2018 10:57:09,01-Dec-2018 10:57:11
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.3,0,244256,3,0,8,"Drink",NaN,0,6,01-Dec-2018 10:57:10,01-Dec-2018 10:57:16
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247645,3,0,5,"-Can you read the book?  -Yes, I can.-Can you read the book?  -Yes, I can.",NaN,-1,4,01-Dec-2018 10:57:13,01-Dec-2018 10:57:17
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188867,3,0,2,"successful",successful,1,60,01-Dec-2018 10:56:18,01-Dec-2018 10:57:18
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247646,3,0,5,"-Can you play basketball?     -No, I can't.-Can you play basketball?     -No, I can't.",NaN,-1,4,01-Dec-2018 10:57:17,01-Dec-2018 10:57:21
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.4,0,244260,3,0,8,"a",a,1,11,01-Dec-2018 10:57:17,01-Dec-2018 10:57:28
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247649,1,0,5,"A",A,1,7,01-Dec-2018 10:57:22,01-Dec-2018 10:57:29
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247648,1,0,5,"B",B,1,7,01-Dec-2018 10:57:30,01-Dec-2018 10:57:37
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.5,0,244264,3,0,8,"u;m",A;S,0,10,01-Dec-2018 10:57:31,01-Dec-2018 10:57:41
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247647,1,0,5,"C",C,1,5,01-Dec-2018 10:57:38,01-Dec-2018 10:57:43
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247654,1,0,5,"C",C,1,6,01-Dec-2018 10:57:44,01-Dec-2018 10:57:50
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.12,0,188803,3,0,1,"educational",educational,1,56,01-Dec-2018 10:55:58,01-Dec-2018 10:57:56
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247656,1,0,5,"B",B,1,6,01-Dec-2018 10:56:54,01-Dec-2018 10:57:56
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.7,0,244270,1,0,2,"A",A,1,16,01-Dec-2018 10:57:45,01-Dec-2018 10:58:01
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247655,1,0,5,"A",A,1,5,01-Dec-2018 10:57:57,01-Dec-2018 10:58:02
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.8,0,244274,1,0,2,"B",B,1,6,01-Dec-2018 10:58:02,01-Dec-2018 10:58:08
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247662,1,0,5,"A",A,1,7,01-Dec-2018 10:58:03,01-Dec-2018 10:58:10
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247643,3,0,5,"I can play tennis.I can play tennis.",NaN,-1,4,01-Dec-2018 10:58:09,01-Dec-2018 10:58:12
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247644,3,0,5,"I can't play the violin. I can't play the violin.",NaN,-1,1,01-Dec-2018 10:58:13,01-Dec-2018 10:58:14
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.8,0,244275,1,0,5,"C",C,1,6,01-Dec-2018 10:58:10,01-Dec-2018 10:58:16
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247663,1,0,5,"B",B,1,7,01-Dec-2018 10:58:02,01-Dec-2018 10:58:18
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247645,3,0,5,"-Can you read the book?  -Yes, I can.-Can you read the book?  -Yes, I can.",NaN,-1,2,01-Dec-2018 10:58:09,01-Dec-2018 10:58:18
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247646,3,0,5,"-Can you play basketball?     -No, I can't.-Can you play basketball?     -No, I can't.",NaN,-1,3,01-Dec-2018 10:58:19,01-Dec-2018 10:58:22
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247661,1,0,5,"B",B,1,6,01-Dec-2018 10:58:18,01-Dec-2018 10:58:24
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247649,1,0,5,"A",A,1,8,01-Dec-2018 10:58:23,01-Dec-2018 10:58:31
73,2,877,22473,12130,0,ep_2018_xxcj_3CU2,0,244286,1,0,8,"B",A,0,14,01-Dec-2018 10:58:18,01-Dec-2018 10:58:32
25,2,877,22473,12130,0,eg_2018_xxcj_3AU3.2,0,246072,3,0,5,"- Is there a chair next to the table?- Yes, there is.- Is there a chair next to the table?- Yes, there is.",NaN,-1,22,01-Dec-2018 10:58:13,01-Dec-2018 10:58:35
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247648,1,0,5,"B",B,1,6,01-Dec-2018 10:58:32,01-Dec-2018 10:58:38
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.3,0,188840,1,0,2,"A",B,0,37,01-Dec-2018 10:58:04,01-Dec-2018 10:58:41
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247647,1,0,5,"C",B,0,7,01-Dec-2018 10:58:39,01-Dec-2018 10:58:46
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247652,3,0,8,"draw",draw,1,24,01-Dec-2018 10:57:48,01-Dec-2018 10:58:51
25,2,877,22473,12130,0,eg_2018_xxcj_3AU3.2,0,246073,3,0,5,"- Is there a lamp next to the bed?- No, there isn't.- Is there a lamp next to the bed?- No, there isn't.",NaN,-1,15,01-Dec-2018 10:58:12,01-Dec-2018 10:58:51
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244288,3,0,8,"C",C,1,4,01-Dec-2018 10:58:35,01-Dec-2018 10:58:55
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244289,3,0,8,"A",A,1,4,01-Dec-2018 10:58:39,01-Dec-2018 10:58:55
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244290,3,0,8,"B",X,0,4,01-Dec-2018 10:58:43,01-Dec-2018 10:58:55
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244291,3,0,8,"D",D,1,4,01-Dec-2018 10:58:47,01-Dec-2018 10:58:55
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.1,23236,244292,3,0,8,"E",E,1,4,01-Dec-2018 10:58:51,01-Dec-2018 10:58:55
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247654,1,0,5,"C",C,1,9,01-Dec-2018 10:58:47,01-Dec-2018 10:58:56
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.3,0,188847,3,0,2,"opening",open,0,25,01-Dec-2018 10:50:30,01-Dec-2018 10:59:06
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247656,1,0,5,"B",B,1,9,01-Dec-2018 10:52:51,01-Dec-2018 10:59:06
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188819,3,0,2,"expect|xpect",educational,0,107,01-Dec-2018 10:55:46,01-Dec-2018 10:59:06
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244293,1,0,8,"A",A,1,3,01-Dec-2018 10:58:56,01-Dec-2018 10:59:08
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244294,1,0,8,"B",C,0,3,01-Dec-2018 10:58:59,01-Dec-2018 10:59:08
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244295,1,0,8,"A",A,1,3,01-Dec-2018 10:59:02,01-Dec-2018 10:59:08
73,2,877,22473,12130,0,qz_2018_xxcj_3CU2.1.2,23237,244296,1,0,8,"C",B,0,3,01-Dec-2018 10:59:05,01-Dec-2018 10:59:08
25,2,877,22473,12130,0,eg_2018_xxcj_3AU3.2,0,241296,1,0,2,"A",A,1,17,01-Dec-2018 10:58:52,01-Dec-2018 10:59:09
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247655,1,0,5,"A",A,1,6,01-Dec-2018 10:58:54,01-Dec-2018 10:59:13
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188816,1,0,2,"A",A,1,7,01-Dec-2018 10:59:00,01-Dec-2018 10:59:13
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247662,1,0,5,"A",A,1,6,01-Dec-2018 10:59:14,01-Dec-2018 10:59:20
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247653,3,0,8,"dance",danc,0,29,01-Dec-2018 10:58:52,01-Dec-2018 10:59:21
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.1,0,323779,3,0,5,"biscuits",biscuits,1,11,01-Dec-2018 10:59:11,01-Dec-2018 10:59:22
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247663,1,0,5,"B",B,1,7,01-Dec-2018 10:59:21,01-Dec-2018 10:59:28
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.1,0,323780,3,0,2,"biscuit",some,0,9,01-Dec-2018 10:59:23,01-Dec-2018 10:59:32
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.3,0,247661,1,0,5,"B",B,1,5,01-Dec-2018 10:59:29,01-Dec-2018 10:59:34
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188871,3,0,2,"success",successful,0,239,01-Dec-2018 10:51:36,01-Dec-2018 10:59:37
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.2,0,323783,1,0,5,"C",A,0,3,01-Dec-2018 10:55:35,01-Dec-2018 10:59:37
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188818,3,0,2,"to camp",to camp,1,28,01-Dec-2018 10:59:13,01-Dec-2018 10:59:41
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188828,1,0,2,"A",A,1,5,01-Dec-2018 10:59:41,01-Dec-2018 10:59:46
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188816,1,0,2,"A",A,1,11,01-Dec-2018 10:59:37,01-Dec-2018 10:59:48
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.2,0,323784,3,0,5,"bushes",bulls,0,13,01-Dec-2018 10:59:38,01-Dec-2018 10:59:51
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188837,1,0,3,"B",A,0,7,01-Dec-2018 10:57:42,01-Dec-2018 10:59:54
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.13,0,188806,3,0,1,"discussion",discussion,1,118,01-Dec-2018 10:57:49,01-Dec-2018 10:59:54
73,2,877,22473,12130,0,ev_2018_xxcj_3CU2.2,0,323785,3,0,2,"bushes",GFJY,0,7,01-Dec-2018 10:59:52,01-Dec-2018 10:59:59
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,323887,3,0,8,"can;play",can;play,1,39,01-Dec-2018 10:59:21,01-Dec-2018 11:00:00
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.3,0,188844,3,0,2,"mind|ind",mind,1,57,01-Dec-2018 10:59:06,01-Dec-2018 11:00:03
28,2,877,22473,12130,0,eg_2018_xxcj_3AU1.2,0,243220,3,0,2,"Is;that",It;that,0,20,01-Dec-2018 10:59:48,01-Dec-2018 11:00:08
26,2,877,22473,12130,0,eg_2018_xxcj_3CU3.2,0,247659,3,0,8,"can't|cannot|couldn't",can't,1,12,01-Dec-2018 11:00:01,01-Dec-2018 11:00:13
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188824,3,0,3,"expect to",expect to,1,52,01-Dec-2018 10:59:48,01-Dec-2018 11:00:40
4,1,1184,33510,20715,4,cen0903030204,0,305293,3,0,2,"won't;visit",won't;visit,1,81,01-Dec-2018 10:59:20,01-Dec-2018 11:00:41
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.14,0,188809,3,0,1,"meaningless",meanring,0,49,01-Dec-2018 10:59:54,01-Dec-2018 11:00:43
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188823,3,0,3,"expect|hope;to;learn",expect;to;learn,1,21,01-Dec-2018 11:00:40,01-Dec-2018 11:01:01
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.15,0,188812,3,0,1,"successful",ddf,0,22,01-Dec-2018 11:00:44,01-Dec-2018 11:01:06
4,1,1184,33510,20715,4,cen0903030204,0,102341,1,0,2,"D",D,1,36,01-Dec-2018 11:00:45,01-Dec-2018 11:01:21
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.3,0,188861,3,0,3,"change;his;mind",become;of;ider,0,409,01-Dec-2018 10:54:38,01-Dec-2018 11:01:27
27,2,877,22473,12130,0,eg_2018_xxcj_3CU3.1,0,247650,3,0,2,"can|could",can,1,12,01-Dec-2018 11:01:19,01-Dec-2018 11:01:31
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188832,3,0,2,"plan",plan,1,44,01-Dec-2018 11:01:01,01-Dec-2018 11:01:45
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188875,1,0,2,"A",D,0,108,01-Dec-2018 11:00:03,01-Dec-2018 11:01:51
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188871,3,0,2,"success",succeeds,0,46,01-Dec-2018 11:01:27,01-Dec-2018 11:02:13
4,1,1184,33510,20715,4,cen0903030204,0,305296,1,0,5,"B",B,1,25,01-Dec-2018 11:01:56,01-Dec-2018 11:02:21
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.15,0,188813,3,0,1,"successful|uccessful",success,0,82,01-Dec-2018 11:01:06,01-Dec-2018 11:02:28
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188873,3,0,2,"success",succeed,0,42,01-Dec-2018 11:01:51,01-Dec-2018 11:02:33
4,1,1184,33510,20715,4,cen0903030204,0,237934,3,0,2,"Will;they",Will;they,1,16,01-Dec-2018 11:02:34,01-Dec-2018 11:02:50
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188869,1,0,2,"B",A,0,20,01-Dec-2018 11:02:33,01-Dec-2018 11:02:53
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188869,1,0,2,"B",A,0,42,01-Dec-2018 11:02:13,01-Dec-2018 11:02:55
68,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188838,3,0,3,"plan;is;to;read",plan;is;to;read,1,187,01-Dec-2018 10:59:54,01-Dec-2018 11:03:01
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.11,0,188801,3,0,2,"common|ommon",common,1,7,01-Dec-2018 11:02:59,01-Dec-2018 11:03:06
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.11,0,188802,3,0,3,"common",common,1,8,01-Dec-2018 11:03:07,01-Dec-2018 11:03:15
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188818,3,0,2,"to camp",camp,0,25,01-Dec-2018 11:02:53,01-Dec-2018 11:03:18
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188875,1,0,2,"A",D,0,39,01-Dec-2018 11:02:55,01-Dec-2018 11:03:34
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188836,3,0,3,"What;do;plan",What;do;plan,1,110,01-Dec-2018 11:01:45,01-Dec-2018 11:03:35
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188817,1,0,2,"A",A,1,18,01-Dec-2018 11:03:18,01-Dec-2018 11:03:36
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.14,0,188811,3,0,3,"meaningless",meaningless,1,17,01-Dec-2018 11:03:34,01-Dec-2018 11:03:51
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188819,3,0,2,"expect|xpect",expect,1,18,01-Dec-2018 11:03:37,01-Dec-2018 11:03:55
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188818,3,0,2,"to camp",to camp,1,22,01-Dec-2018 11:03:34,01-Dec-2018 11:03:56
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188832,3,0,2,"plan",plan,1,18,01-Dec-2018 11:03:13,01-Dec-2018 11:04:13
37,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188819,3,0,2,"expect|xpect",xpect,1,24,01-Dec-2018 11:03:31,01-Dec-2018 11:04:13
80,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188823,3,0,3,"expect|hope;to;learn",expect;to;learn,1,55,01-Dec-2018 11:03:29,01-Dec-2018 11:04:24
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.14,0,188810,3,0,2,"meaningless|eaningless",meaningless,1,33,01-Dec-2018 11:03:52,01-Dec-2018 11:04:25
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188824,3,0,3,"expect to",expect to,1,31,01-Dec-2018 11:03:56,01-Dec-2018 11:04:27
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188837,1,0,3,"B",B,1,17,01-Dec-2018 11:04:13,01-Dec-2018 11:04:30
3,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188838,3,0,3,"plan;is;to;read",plan;is;to;read,1,61,01-Dec-2018 11:03:36,01-Dec-2018 11:04:37
37,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188820,3,0,2,"expecting",expect,0,27,01-Dec-2018 11:04:14,01-Dec-2018 11:04:41
32,2,1184,33507,19277,0,evsj_2017tb_r_8au5.15,0,188814,3,0,3,"successful",successful,1,16,01-Dec-2018 11:04:39,01-Dec-2018 11:04:55
37,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188815,1,0,2,"C",C,1,7,01-Dec-2018 11:04:55,01-Dec-2018 11:05:02
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188823,3,0,3,"expect|hope;to;learn",expect;to;learn,1,40,01-Dec-2018 11:04:28,01-Dec-2018 11:05:08
80,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188821,1,0,3,"A",A,1,39,01-Dec-2018 11:04:31,01-Dec-2018 11:05:10
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188828,1,0,2,"A",A,1,8,01-Dec-2018 11:05:08,01-Dec-2018 11:05:16
32,2,1184,33507,19277,0,evyy_2017tb_r_8au5.3,0,188842,3,0,2,"mind|ind",meaningless,0,29,01-Dec-2018 11:05:08,01-Dec-2018 11:05:37
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188833,3,0,3,"planning",plans,0,57,01-Dec-2018 11:05:16,01-Dec-2018 11:06:13
77,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188827,1,0,2,"C",C,1,15,01-Dec-2018 11:06:13,01-Dec-2018 11:06:28
32,2,1184,33507,19277,0,evyy_2017tb_r_8au5.3,0,188839,1,0,2,"B",A,0,67,01-Dec-2018 11:05:37,01-Dec-2018 11:06:44
32,2,1184,33507,19277,0,evyy_2017tb_r_8au5.3,0,188840,1,0,2,"A",C,0,15,01-Dec-2018 11:06:44,01-Dec-2018 11:06:59
34,2,1184,33507,19277,0,evyy_2017tb_r_8au5.2,0,188833,3,0,3,"planning",plans,0,151,01-Dec-2018 11:04:30,01-Dec-2018 11:07:01
32,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188867,3,0,2,"successful",successful,1,27,01-Dec-2018 11:06:59,01-Dec-2018 11:07:26
82,2,1184,33511,20721,2,el_2017tb_r_8au7.2,21017,200568,1,8,2,"A",A,1,38,22-Dec-2018 15:49:11,22-Dec-2018 15:52:21
82,2,1184,33511,20721,2,el_2017tb_r_8au7.2,21017,200582,1,8,2,"B",A,0,38,22-Dec-2018 15:49:49,22-Dec-2018 15:52:21
82,2,1184,33511,20721,2,el_2017tb_r_8au7.2,21017,200585,1,8,2,"B",B,1,38,22-Dec-2018 15:50:27,22-Dec-2018 15:52:21
82,2,1184,33511,20721,2,el_2017tb_r_8au7.2,21017,200586,1,8,2,"A",A,1,38,22-Dec-2018 15:51:05,22-Dec-2018 15:52:21
82,2,1184,33511,20721,2,el_2017tb_r_8au7.2,21017,200588,1,8,2,"C",A,0,38,22-Dec-2018 15:51:43,22-Dec-2018 15:52:21
32,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188884,3,0,3,"successful",successful,1,26,01-Dec-2018 11:07:26,01-Dec-2018 11:07:52
32,2,1184,33507,19277,0,evyy_2017tb_r_8au5.4,0,188883,3,0,3,"succeeded;in",NaN,0,45,01-Dec-2018 11:07:52,01-Dec-2018 11:08:37
32,2,1184,33507,19277,0,evyy_2017tb_r_8au5.1,0,188815,1,0,2,"C",C,1,10,01-Dec-2018 11:08:37,01-Dec-2018 11:08:47
21,2,1184,33511,20722,0,evsj_2017tb_r_8au7.1,0,205633,3,0,1,"plant",plant,1,8,22-Dec-2018 15:54:57,22-Dec-2018 15:55:05
21,2,1184,33511,20722,0,evsj_2017tb_r_8au7.2,0,205636,3,0,1,"future",future,1,10,22-Dec-2018 15:55:06,22-Dec-2018 15:55:16
74,2,1184,33512,20729,2,cen0804020204,0,179650,1,0,2,"A",A,1,30,22-Dec-2018 15:55:00,22-Dec-2018 15:55:30
21,2,1184,33511,20722,0,evsj_2017tb_r_8au7.3,0,205639,3,0,1,"part",part,1,22,22-Dec-2018 15:55:17,22-Dec-2018 15:55:39
81,2,1184,33511,20722,0,evsj_2017tb_r_8au7.1,0,205633,3,0,1,"plant",plant,1,47,22-Dec-2018 15:54:54,22-Dec-2018 15:55:41
21,2,1184,33511,20722,0,evsj_2017tb_r_8au7.4,0,205642,3,0,1,"build",build,1,21,22-Dec-2018 15:55:40,22-Dec-2018 15:56:01
81,2,1184,33511,20722,0,evsj_2017tb_r_8au7.2,0,205636,3,0,1,"future",future,1,34,22-Dec-2018 15:55:41,22-Dec-2018 15:56:15
21,2,1184,33511,20722,0,evsj_2017tb_r_8au7.5,0,205645,3,0,1,"fall",fall,1,25,22-Dec-2018 15:56:02,22-Dec-2018 15:56:27
